Year,Month,ReturnPct
1999,2,1.14
1999,3,4.13
1999,4,5.43
1999,5,1.03
1999,6,0.52
1999,7,5.67
1999,8,-2.67
1999,9,0.55
1999,10,-0.11
1999,11,8.28
1999,12,3.91
2000,1,0.95
2000,2,-1.4
2000,3,5.05
2000,4,2.49
2000,5,-1.79
2000,6,4.24
2000,7,1.89
2000,8,1.96
2000,9,-0.07
2000,10,-4.2
2000,11,0.3
2000,12,-2.24
2001,1,1.57
2001,2,-1.03
2001,3,-7.96
2001,4,1.68
2001,5,8.09
2001,6,-1.26
2001,7,-1.5
2001,8,-0.85
2001,9,-10.02
2001,10,4.57
2001,11,6.39
2001,12,2.74
2002,1,0.96
2002,2,-2.09
2002,3,6.26
2002,4,-2.26
2002,5,-1.51
2002,6,-4.56
2002,7,-9.32
2002,8,2.75
2002,9,-3.17
2002,10,0.31
2002,11,8.34
2002,12,0.58
2003,1,1.42
2003,2,-4.76
2003,3,3.08
2003,4,7.04
2003,5,6.98
2003,6,7.29
2003,7,2.11
2003,8,1.35
2003,9,4.7
2003,10,3.55
2003,11,2.72
2003,12,4.58
2004,1,6.43
2004,2,2.53
2004,3,-0.12
2004,4,2.45
2004,5,-1.07
2004,6,4.41
2004,7,-0.72
2004,8,0.19
2004,9,4.4
2004,10,1.68
2004,11,6.36
2004,12,4.25
2005,1,0.16
2005,2,3.23
2005,3,1.29
2005,4,-0.84
2005,5,2.97
2005,6,3.81
2005,7,3.42
2005,8,1.91
2005,9,1.89
2005,10,-1.0
2005,11,5.65
2005,12,3.79
2006,1,3.1
2006,2,1.6
2006,3,3.12
2006,4,2.43
2006,5,0.85
2006,6,-1.04
2006,7,2.45
2006,8,4.03
2006,9,4.25
2006,10,5.31
2006,11,3.66
2006,12,3.79
2007,1,2.32
2007,2,3.23
2007,3,-0.86
2007,4,5.86
2007,5,5.02
2007,6,1.93
2007,7,2.18
2007,8,-2.59
2007,9,4.78
2007,10,4.66
2007,11,-3.17
2007,12,2.98
2008,1,-4.9
2008,2,0.31
2008,3,-0.71
2008,4,6.22
2008,5,4.47
2008,6,-2.37
2008,7,-4.11
2008,8,4.21
2008,9,-2.78
2008,10,-18.03
2008,11,-5.91
2008,12,2.59
2009,1,1.83
2009,2,-3.78
2009,3,-2.59
2009,4,15.55
2009,5,9.48
2009,6,5.46
2009,7,3.75
2009,8,10.51
2009,9,5.82
2009,10,4.45
2009,11,4.06
2009,12,4.11
2010,1,3.19
2010,2,-1.1
2010,3,7.78
2010,4,5.83
2010,5,-4.2
2010,6,-1.75
2010,7,1.72
2010,8,2.75
2010,9,5.26
2010,10,6.41
2010,11,4.26
2010,12,5.45
2011,1,5.16
2011,2,4.81
2011,3,0.51
2011,4,3.89
2011,5,2.32
2011,6,-1.99
2011,7,4.86
2011,8,-8.68
2011,9,1.16
2011,10,5.02
2011,11,3.74
2011,12,3.53
2012,1,6.76
2012,2,6.07
2012,3,4.74
2012,4,1.79
2012,5,-1.24
2012,6,0.79
2012,7,4.91
2012,8,5.36
2012,9,4.96
2012,10,1.7
2012,11,-0.88
2012,12,4.23
2013,1,6.3
2013,2,4.3
2013,3,4.67
2013,4,3.38
2013,5,6.5
2013,6,0.74
2013,7,5.16
2013,8,2.12
2013,9,3.08
2013,10,4.0
2013,11,5.72
2013,12,3.32
2014,1,2.76
2014,2,1.67
2014,3,4.55
2014,4,2.0
2014,5,3.35
2014,6,5.01
2014,7,3.27
2014,8,1.35
2014,9,3.58
2014,10,-0.86
2014,11,7.56
2014,12,2.4
2015,1,0.67
2015,2,4.65
2015,3,1.85
2015,4,2.69
2015,5,2.79
2015,6,1.38
2015,7,1.76
2015,8,-0.57
2015,9,-2.6
2015,10,6.34
2015,11,4.88
2015,12,0.81
2016,1,-4.48
2016,2,1.54
2016,3,8.48
2016,4,4.83
2016,5,1.65
2016,6,3.04
2016,7,5.26
2016,8,3.11
2016,9,1.46
2016,10,1.42
2016,11,3.15
2016,12,5.88
2017,1,3.31
2017,2,4.44
2017,3,3.57
2017,4,1.65
2017,5,3.52
2017,6,3.58
2017,7,2.78
2017,8,2.04
2017,9,3.45
2017,10,4.52
2017,11,3.34
2017,12,4.61
2018,1,6.56
2018,2,-1.25
2018,3,1.76
2018,4,0.04
2018,5,3.71
2018,6,3.84
2018,7,3.29
2018,8,4.15
2018,9,3.36
2018,10,-2.18
2018,11,-0.32
2018,12,-3.75
2019,1,3.67
2019,2,7.75
2019,3,3.78
2019,4,5.53
2019,5,0.23
2019,6,3.21
2019,7,5.62
2019,8,-1.39
2019,9,4.9
2019,10,1.78
2019,11,6.22
2019,12,4.19
2020,1,5.04
2020,2,1.78
2020,3,-17.25
2020,4,6.38
2020,5,7.87
2020,6,8.38
2020,7,5.23
2020,8,7.58
2020,9,0.96
2020,10,3.32
2020,11,5.52
2020,12,5.77
2021,1,4.24
2021,2,3.89
2021,3,2.18
2021,4,7.37
2021,5,2.04
2021,6,3.08
2021,7,4.33
2021,8,3.42
2021,9,1.14
2021,10,1.68
2021,11,5.98
2021,12,1.45
2022,1,-0.86
2022,2,-1.67
2022,3,0.39
2022,4,1.43
2022,5,-6.55
2022,6,-1.92
2022,7,1.98
2022,8,7.97
2022,9,-5.84
2022,10,-1.52
2022,11,6.92
2022,12,1.58
2023,1,2.96
2023,2,4.72
2023,3,-1.05
2023,4,5.58
2023,5,2.26
2023,6,6.46
2023,7,5.33
2023,8,0.41
2023,9,0.47
2023,10,-1.59
2023,11,6.1
2023,12,6.62
2024,1,4.29
2024,2,5.54
2024,3,4.58
2024,4,0.25
2024,5,3.8
2024,6,4.81
2024,7,3.61
2024,8,0.24
2024,9,3.95
2024,10,4.36
2024,11,3.66
2024,12,2.63
2025,1,0.73
2025,2,2.26
2025,3,-4.61
2025,4,-4.19
2025,5,9.65
2025,6,5.1
